track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
5Yi46NJu0JsXrys19xAaBC,Los Gardelitos,Gardeliando,Cobarde para Amar,46,262160,False,0.546,0.729,7,-7.11,1,0.0376,0.000665,0.0,0.146,0.722,119.239,4,alt-rock
1BH3rSiixIJhXe3viUeMAN,Saint Chaos;Sam Tinnesz,Seeing Red,Walk,60,170210,False,0.697,0.883,10,-3.815,0,0.0694,0.0178,0.0,0.481,0.796,121.963,4,alt-rock
2QLFTiSNgt6cT3aQdeGFhd,The Killers;Ryan Pardey,Home At Christmas,Don't Shoot Me Santa,0,245106,False,0.588,0.847,8,-4.164,1,0.0705,0.0601,0.0,0.307,0.662,120.041,4,alt-rock
5ruzrDWcT0vuJIOMW7gMnW,The Strokes,The New Abnormal,The Adults Are Talking,79,309053,False,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,4,alt-rock
1lYHv3SEkE6wKfZRe0HMOG,Counting Crows,Christmas Songs 2022,A Long December,1,297293,False,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,4,alt-rock
6NXIFaZ5a9rtnhF7GAHF0U,The Verve,Hits Pop Rock 90's,Bitter Sweet Symphony - Remastered 2016,1,357266,False,0.356,0.917,9,-6.005,1,0.0487,0.0336,0.0,0.406,0.523,171.172,4,alt-rock
6rrKbzJGGDlSZgLphopS49,The Score,ATLAS,Unstoppable,73,192106,False,0.485,0.843,1,-3.993,0,0.0467,0.00129,1.01e-05,0.14,0.602,78.001,4,alt-rock
113xf7t4qNM7038YJvauik,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Nervous,70,245000,False,0.589,0.614,0,-7.528,0,0.0426,0.0213,0.165,0.31,0.318,119.837,4,alt-rock
315FrAki9HoxEdG8CQuZhD,The Killers,Mirando las nubes,Mr. Brightside,0,223973,False,0.344,0.931,1,-3.759,1,0.0783,0.00104,0.0,0.0903,0.251,148.104,4,alt-rock
2hRNxkgCScd5yxbTsrGQR4,Charlie Brown Jr.,Acústico (Ao Vivo),Vinheta: Beat Box II / Como Tudo Deve Ser - Ao Vivo,48,282333,False,0.544,0.596,1,-10.325,0,0.059,0.226,1.17e-05,0.989,0.794,80.96,4,alt-rock
0YJ9FWWHn9EfnN0lHwbzvV,Radiohead,In Rainbows,Jigsaw Falling Into Place,69,248893,False,0.462,0.832,11,-6.085,0,0.0479,0.108,0.00416,0.0741,0.807,165.653,4,alt-rock
0z1o5L7HJx562xZSATcIpY,Radiohead,OK Computer,Exit Music (For A Film),73,267186,False,0.293,0.276,4,-11.357,0,0.0349,0.224,0.122,0.167,0.195,121.603,4,alt-rock
5u4jJAAD6jd0Z741eT7XGP,Volbeat,Twisted Halloween Hits,The Devil's Bleeding Crown,0,238653,False,0.321,0.909,11,-4.612,1,0.041,1.62e-05,0.139,0.0442,0.209,109.653,3,alt-rock
3CI0tvulxpMSMAPNCgqTMU,Lucybell,Lucybell,Sembrando En El Mar,44,231026,False,0.58,0.847,2,-9.639,1,0.0516,0.00106,0.498,0.289,0.403,98.561,4,alt-rock
7omxuGYsym1n2RlVf86OF9,The 1975,Being Funny In A Foreign Language,The 1975,71,250900,False,0.542,0.433,9,-10.47,1,0.0305,0.897,0.173,0.101,0.495,140.939,4,alternative
6FvZIDTCtmWC4KERBlLQ5f,Babasónicos,tardes tranqui,Como Eran Las Cosas,0,242520,False,0.696,0.448,8,-9.099,1,0.0333,0.452,2.43e-05,0.0904,0.569,95.004,4,alternative
2eXoWAL6kC9sdlpdOGvSCw,Lifehouse,OO's Music Grandi Successi,You And Me,1,195493,False,0.459,0.427,7,-7.733,1,0.0267,0.112,0.0,0.168,0.357,139.898,3,alternative
2mLYjGJ1Fl4qNept7opf7Y,Counting Crows,Rock Workout 2023,Mr. Jones,1,272733,False,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,alternative
5utTJECKCCDgxhvNq2JXyQ,Royal & the Serpent,20's Rock,Happier in Hell,0,173172,False,0.372,0.522,8,-5.493,1,0.0413,0.0243,0.0,0.231,0.326,138.552,4,alternative
7CwwtOtObfhHMoYsh9gfTc,Oliver Tree,Internet Sensations,Placeholder,7,159818,False,0.678,0.696,2,-4.361,1,0.0336,0.0346,0.0,0.374,0.421,82.489,4,alternative
2xRYnHQdLD9ketvC01UYYT,Sevyn Streeter;Chris Brown,"Call Me Crazy, But...",It Won't Stop (feat. Chris Brown) - EP Version,69,281080,False,0.657,0.574,1,-9.484,0,0.0407,0.016,8.1e-05,0.172,0.211,119.992,4,alternative
5Sco7mbJy7p7vdDtJW10fZ,The Score,Pressure,Born For This,65,234013,False,0.631,0.684,5,-6.27,0,0.0405,0.0576,0.0,0.0938,0.528,129.974,4,alternative
3kQhWtoluFHPbcBC6gyYrZ,Zoé,tardes tranqui,Arrullo De Estrellas,0,252986,False,0.462,0.765,5,-7.011,1,0.036,0.324,0.231,0.0757,0.399,81.513,4,alternative
3G9l0CsH7HCkr0SqDE1juj,The 1975,Happiness,Happiness,71,303903,False,0.666,0.909,11,-5.029,1,0.039,0.0438,0.108,0.219,0.846,118.007,4,alternative
5llJJM8CQpZhfUBwrJzp4c,Blur,Alternative Rock Mixtape,The Universal,1,238520,False,0.32,0.546,9,-8.33,1,0.0278,0.181,1.98e-06,0.0928,0.263,163.824,3,alternative
7oMO1B9CB4ZPYPLeVe32OY,R.E.M.,90's Music Grandi Successi,Losing My Religion,0,268426,False,0.666,0.854,9,-5.051,0,0.0295,0.179,1.2e-06,0.0986,0.803,125.637,4,alternative
6wqJeItl3Vc3az4ZicSQAB,Slipknot,Vol. 3: The Subliminal Verses,Before I Forget,77,278600,False,0.291,0.974,6,-2.997,0,0.171,0.0177,5.44e-06,0.886,0.348,134.724,4,alternative
4eCQkJy0Gq9i5lQqOJcVKN,Avenged Sevenfold,Metal Lives!,Hail to the King,0,305906,False,0.58,0.916,3,-4.357,0,0.0387,0.000295,0.0255,0.126,0.68,118.002,4,alternative
7MIKwg3dDCWhxMVjMvqF1O,Blind Melon,Los Clásicos del Pop 90s,No Rain,1,217200,False,0.359,0.573,9,-6.054,1,0.0326,0.665,0.000178,0.136,0.562,73.368,4,alternative
4ocDKtGkfPHFpUlmkOfAiy,Bandalos Chinos,Alternativo diferente latino,Demasiado,0,226133,False,0.776,0.425,11,-9.724,0,0.0335,0.27,0.0468,0.111,0.427,133.489,4,alternative
4kqgYiNDWcwo9KBq4rz87l,Mon Laferte,Rock un sentimiento vol. I,Cuando Era Flor,0,281600,False,0.568,0.642,4,-6.736,0,0.0603,0.374,0.00681,0.131,0.476,177.669,4,alternative
79uAxWWq3OEL3H4wvlurIO,Rico Nasty;Flo Milli,Energy Hip Hop,Money,0,150652,True,0.808,0.768,8,-4.813,0,0.0499,0.000605,0.0,0.372,0.554,124.011,4,alternative
4JuKzBOcFT6ZDX1bINNI1C,Royal Blood,Hot Mix Pop,Honeybrains,1,186847,False,0.523,0.8,9,-5.243,1,0.101,0.00537,0.0,0.398,0.604,125.886,3,alternative
7n4Y9BCKLHi4hqI2NctuAq,KALEO,Indie Chill Out,I Want More,0,212392,False,0.55,0.531,8,-7.431,1,0.0309,0.256,0.0,0.0509,0.364,98.014,4,alternative
6Yp3K2cy35hXnWQFE1yWrJ,The Knocks;Dragonette,Mellow Electronic Pop,Slow Song,0,253723,False,0.77,0.743,6,-3.251,1,0.0299,0.0205,0.0003,0.144,0.843,123.014,4,alternative
6MxgblJfZf1rBOHwLmugPR,Vicente Garcia,noches de lluvia,Dos Y Siete,0,255826,False,0.791,0.635,3,-10.815,1,0.0364,0.35,0.112,0.0938,0.644,114.092,4,alternative
4biLwyzTFqLtDxPPr4Hmy5,Freddie Gibbs;Moneybagg Yo,Sailor on the Moon - Hot New Rap,Too Much,0,188869,True,0.799,0.696,1,-6.621,1,0.134,0.211,2.46e-06,0.133,0.414,115.067,4,alternative
1mOhRdYfCMLbyzrQPPcGMG,Los Caligaris,No Es Lo Que Parece,Añejo W,52,303878,False,0.676,0.892,5,-5.065,0,0.0348,0.326,9.46e-06,0.346,0.829,142.046,4,alternative
0sJ4NbFdEhgLOtInlbRmFl,The Score,ATLAS,Higher,60,214613,False,0.449,0.745,9,-5.045,0,0.0327,0.00342,0.0,0.295,0.465,83.918,4,alternative
6TWcSqCntZhH5vyc35kkob,Cigarettes After Sex,Cigarettes After Sex,John Wayne,65,258483,False,0.441,0.465,3,-8.389,1,0.0291,0.343,0.884,0.0982,0.173,123.933,4,ambient
2XQSgmtEY2titXhfY414dy,Boards of Canada,Music Has The Right To Children,Roygbiv,59,151520,False,0.631,0.521,4,-10.312,0,0.063,0.0201,0.923,0.103,0.118,84.033,4,ambient
4tnWEXeAgZWTRULCkJ6IGL,Ólafur Arnalds,re:member,they sink,53,155484,False,0.435,0.0564,5,-27.616,0,0.0369,0.99,0.943,0.113,0.127,110.006,4,ambient
3uuXITRf0o9WApETIMyjhj,Ludovico Einaudi;Robert Ziegler;Royal Philharmonic Orchestra,Islands - Essential Einaudi,Divenire,55,402466,False,0.139,0.215,7,-15.301,1,0.0352,0.912,0.864,0.0775,0.075,88.27,4,ambient
6rodOIyxUXZrRfzoNL2vXx,Ludovico Einaudi,Undiscovered,Elegy For The Arctic - Remastered 2020,54,160693,False,0.424,0.0713,5,-23.609,0,0.0515,0.987,0.929,0.118,0.148,63.648,4,ambient
3sSESwCLq4g7WiXk6LJKbI,Stephan Moccio,Wrecking ball (Solo Piano Version),Wrecking Ball - Solo Piano Version,60,204560,False,0.515,0.0695,5,-22.837,1,0.0342,0.992,0.934,0.0943,0.109,112.81,4,ambient
2ConcMShn9TnYXpgeqs71S,Little Symphony,Serenity,Enlil,27,49523,False,0.265,0.124,0,-23.395,1,0.0456,0.809,0.916,0.114,0.371,100.861,4,ambient
2ZgzcSD8lWLOwWoNYFX219,Chilly Gonzales;Johannes Bornlöf,Refreshing Piano,Gogol,0,117482,False,0.382,0.014,7,-27.667,0,0.0444,0.99,0.935,0.107,0.349,162.072,4,ambient
0fqveSCZR2TqGAtEid72Ua,Erland Cooper,Music For Growing Flowers,Music For Growing Flowers - Pt. 8,58,73678,False,0.402,0.0275,0,-25.462,1,0.0686,0.963,0.896,0.125,0.365,76.219,5,ambient
6jWAQNlfoScyyDijaa7uVO,Clint Mansell,Out of Blue (Original Motion Picture Soundtrack),Out Of Blue,43,122810,False,0.146,0.143,2,-19.2,0,0.0324,0.978,0.829,0.117,0.173,81.018,4,ambient
21lsdnxagzViwbRqNY0tCK,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),A Game of Croquet,62,165572,False,0.22,0.043,4,-28.726,0,0.0438,0.975,0.402,0.062,0.11,118.456,3,ambient
23eNu1Z3GB7FGvI2VQYhYu,Yann Tiersen,Le Fabuleux destin d'Amélie Poulain (Bande originale du film),La valse d'Amélie - Version orchestre,55,120333,False,0.193,0.335,9,-8.681,0,0.0314,0.852,0.131,0.117,0.254,64.078,4,ambient
0Gfi0NProXzPEQbgBaz48D,Dirk Maassen,Time,Ethereal,42,203653,False,0.355,0.0552,7,-25.603,0,0.0334,0.976,0.915,0.131,0.195,106.809,4,ambient
2SBkwSedtTogejeZhh61IC,Mattia Vlad Morleo,Latent Dream,Latent Dream,54,232174,False,0.335,0.0615,4,-30.169,1,0.0435,0.995,0.927,0.109,0.0352,96.309,4,ambient
0HtWxjydJ3pEwT5nHJxxZ1,Bethel Music;Kari Jobe,Peace,Surrounded (Fight My Battles),55,303053,False,0.398,0.208,5,-10.525,1,0.0394,0.953,6.26e-06,0.108,0.132,129.682,4,ambient
6xyJSLkn2kVtanBp0omzla,Max Richter;Mari Samuelsen;Konzerthausorchester Berlin;Jonathan Stockhammer,Classical Running,November,0,368098,False,0.425,0.47,0,-10.452,1,0.0494,0.531,0.168,0.1,0.126,120.092,4,ambient
1FsMRxF4hMD7sCTNCE9Wil,Hildur Guðnadóttir,Halloween Musica Horror 2022,Waiting for the Engineer - From “Chernobyl” TV Series Soundtrack,0,91666,False,0.206,0.272,5,-19.152,0,0.0636,0.944,0.968,0.0801,0.0266,141.733,4,ambient
2unMCmT3nl0VBRFI3J0xIv,Tony Anderson,Nuit,Éclosion,46,295200,False,0.515,0.177,9,-28.931,0,0.0537,0.964,0.954,0.0999,0.496,149.964,4,ambient
7i1DkDc2j0yVsSt3jjDvk3,Novo Amor,"Woodgate, NY",Weather,62,232026,False,0.527,0.242,6,-13.546,1,0.0313,0.939,0.0435,0.114,0.112,143.848,4,ambient
7hbAuG4CFb8ee6IOBKKdar,Sebastian Plano,Klassische Weihnachtsmusik,A Present for a Young Traveller,0,189478,False,0.167,0.282,11,-15.214,0,0.0368,0.97,0.842,0.0892,0.0405,148.711,3,ambient
2fWCXfSnr07XKJAfPWlevl,Brambles,Charcoal,Pink And Golden Billows,50,178973,False,0.387,0.0616,7,-23.838,0,0.0422,0.99,0.915,0.058,0.279,209.852,3,ambient
0BnhFOwAh1ob5Wj1erelr8,Mohan,Shor in the City (Original Motion Picture Soundtrack),Ujale Baaz,15,243680,False,0.621,0.786,2,-9.086,1,0.0317,0.0646,0.00876,0.133,0.637,143.965,4,ambient
2ZUEopklc3lUm4OXUPB6WS,Bethel Music;Brandon Lake,Too Good To Not Believe (Live),Too Good To Not Believe - Live,55,633462,False,0.355,0.734,0,-8.221,1,0.0509,0.00177,0.0,0.0965,0.237,143.964,4,ambient
0lWqNkcbYNZpik6AjywkNm,Bethel Music;kalley,Por Siempre (Live),Por Siempre (Live),37,320013,False,0.336,0.697,2,-5.03,1,0.0339,3.07e-05,0.0,0.0598,0.125,138.122,4,ambient
311q3StU6e78qyti2HhaS2,Sleeping At Last,Lullaby,Lullaby,50,118833,False,0.495,0.0647,6,-13.052,1,0.0467,0.967,7.75e-05,0.135,0.249,118.967,3,ambient
2k7lStJS8TJvMNxbdClLMD,Aqua Timez,うたい去りし花,Velonica,56,278400,False,0.495,0.925,7,-3.193,1,0.0417,0.000129,0.0,0.139,0.587,136.977,4,anime
